listElement,isInstruction
Beat mascarpone and rum together. Use quality mascarpone. I like BelGioioso brand (not sponsoredtruly what I always use).,1
"Gently cook egg yolks and sugar. Egg yolks are a main ingredient in tiramisu. Use a double boiler or makeshift bowl/saucepan double boiler to cook egg yolks and sugar together. Maidas recipe also uses the egg whites, which come soon after this step.",1
Beat egg yolks into mascarpone cream mixture.,1
Whip heavy cream and vanilla extract into medium peaks.,1
Fold whipped cream into mascarpone cream mixture.,1
"Beat the egg whites and salt together until foamy, then slowly pour in sugar and beat until stiff peaks form.",1
Fold egg white mixture into mascarpone cream mixture.,1
Layer half of the cream mixture on top of the ladyfingers. An offset spatula helps.,1
Dip and layer remaining ladyfingers.,1
"Top with remaining cream mixture, then chill for for 23 hours.",1
"Dust with cocoa. After chilling for a couple hours, dust the top layer with a dense layer of unsweetened cocoa powder. Use a sifter. This is a classic finishing touch to the entire tiramisu dessert.",1
"Chill overnight. You can chill it for up to 1 day, so its a great make-ahead dessert recipe.",1
"What kind of rum do I use in tiramisu? Dark rum is best, but you can use brandy or your favorite coffee liqueur.",0
"Egg whites or whipped cream? Most tiramisu recipes use whipped egg whites OR whipped cream in the mascarpone cream layers. Egg whites contribute a more airy texture, while whipped cream makes the filling a bit more rich. This recipe actually uses both, so youre getting both delightful textures.",0
"Are the eggs cooked? Tiramisu is a no-bake dessert. The egg yolks are gently cooked on the stovetop, but the egg whites are raw. Purchase pasteurized eggs because they are safe to consume raw. If you cant find pasteurized eggs, you can omit the egg whites entirely. See the recipe Notes for instructions.",0
What size pan to use? This particular tiramisu recipe yields a large volume and the pan will be very full. Make sure your pan is large enough. I recommend a 913-inch dish with at least a 1214-cup capacity. This 4-quart dish is wonderful too.,0
You need a large 913-inch baking pan/dish with at least a 12-14 cup capacity. Set aside and have ready to go!,1
"Dip half of the ladyfingers: You will form 2 layers each of dipped ladyfingers and mascarpone cream. Lets begin with the 1st layer of ladyfingers. Whisk the espresso and Grand Marnier together in a shallow bowl. One at a time, quickly dip each side of the ladyfinger into the espresso mixture. You dont want to over-saturate the ladyfinger with liquid because then the ladyfingers will taste soggy. Just a quick dip on each side. Arrange the dipped ladyfingers in the baking pan to make one solid layer. If needed, cut some ladyfingers to fill in any empty spaces. Reserve remaining espresso mixture and ladyfingers for another layer.",1
"Begin the mascarpone cream: With a handheld or stand mixer fitted with a paddle or whisk attachment, beat the mascarpone and rum together on medium speed in a large bowl for a few seconds, just to combine. Do not overmix. Set aside.",1
"Prepare a double boiler for the egg yolks: If you have a double boiler, use it in this step. If you dont, place a heatproof bowl over a small pot of simmering water over medium-low heat. Dont let the water touch the bottom of the bowl. Using a whisk or eggbeater (I simply use a whisk), whisk the egg yolks and 1/4 cup (50g) of granulated sugar together until light and foamy, about 5 minutes. Remove from the heat and immediately pour into the mascarpone mixture. Beat on medium speed until combined.",1
"Whip the heavy cream: With a handheld or stand mixer fitted with a whisk attachment, beat the heavy cream and vanilla extract together on medium-high speed until medium peaks form, about 3 minutes. Medium peaks are between soft/loose peaks and stiff peaks and are the perfect consistency for the tiramisu cream. Fold the whipped cream into the mascarpone mixture.",1
"Beat the egg whites: With a handheld or stand mixer fitted with a *clean* whisk attachment, beat the egg whites and salt together on medium-high speed until foamy, about 1 minute. Increase to high speed and slowly pour in the remaining 1/4 cup (50g) of sugar. Beat until stiff peaks form, about 4-5 minutes. (Do not over-beat as the egg whites will become dry.) Fold into the mascarpone cream.",1
Spread half of the mascarpone cream evenly over bottom layer of ladyfingers. An offset spatula helps spread it neatly and evenly.,1
"Dip remaining ladyfingers: Dip remaining ladyfingers into remaining espresso mixture and arrange one-by-one on top of the mascarpone layer. Gently press each down so they are nice and compact. Using an offset spatula, spread remaining mascarpone mixture evenly on top. If youre using a large enough pan, it should all fit (but it will definitely tower high!). Refrigerate uncovered for 2-3 hours.",1
"Add cocoa layer, then chill: After a couple hours in the refrigerator, sift or strain a dense layer of cocoa powder all over the top. Wipe the rim of the baking dish. Cover with plastic wrap or aluminum foil, then refrigerate for at least 8-9 more hours and up to 1 day.",1
"Using a sharp knife, slice chilled tiramisu into servings. Wipe knife clean between cuts. A small metal serving spatula is helpful for removing the slices.",1
Cover leftover tiramisu and store in the refrigerator for up to 3 days.,1
"Freezing Instructions: Prepare tiramisu through step 8. Tightly cover and freeze for up to 3 months. Remove from the freezer, evenly dust the top with cocoa, then thaw in the refrigerator for at least 24 hours. (Can thaw covered or uncovered.)",1
Special Tools (affiliate links): 913-inch Baking Pan | Electric Mixer (Handheld or Stand) | Egg Separator | Double Boiler | Offset Spatula | Fine Mesh Sieve | Small Metal Serving Spatula,1
Smaller Recipe: Halve this recipe for a 9-inch or 10-inch square baking pan.,1
"Espresso: For the espresso, combine 4 Tablespoons instant espresso powder with 1 cups hot water. This is stronger than brewed espresso and perfect for tiramisu. In a pinch, use super-super-strong black coffee.",1
"Grand Marnier: This addition makes this a boozier version of tiramisu because you have alcohol in both the coffee soak mixture and the mascarpone cream. Grand Marniers flavor is lovely in this dessert, but you can skip it and stick with just the dark rum.",1
"Ladyfingers: Ladyfingers (savoiardi in Italian) are a sweet, pretty dry, and finger-shaped sponge cookie/cake. Theyre found in most large grocery stores, Italian markets, or you can purchase them online. You can also make them from scratchthere are many recipes online! I use 2 standard packages of ladyfingers for this recipe.",1
"Eggs: The egg yolks are gently cooked in this recipe, but if youre concerned with eating raw egg whites, purchase pasteurized eggs because they are safe to consume raw. If you cant find pasteurized eggs, you can omit the egg whites entirely. Skip step 6; and in step 4, cook the egg yolks with 1/2 cup sugar and 1/8 teaspoon salt.",1
Non-Alcoholic Version: Omit the Grand Marnier and replace the rum with milk.,1
"Sama Alzyadi says: May 30, 2024 I loved it , I made it Alcohol free and it was fantastic. Definitely will make it again. Its super easy to make.Reply",0
"Kelly Reynolds says: May 29, 2024 This was super delicious and light, very creamy . I made this as the alternate recipe for #SallysbakingchallengeSeemed like a lot of steps but it was actually quite simple to makeReply",0
"Becky Karim says: May 28, 2024 Okay so the first layer of cookies I dipped them in coffee.. but they got so soggy! So I scraped that layer and started over. This time I brushed on the coffee with a kitchen brush.. however then the cookies didnt get enough liquid! So I definitely want to try this recipe again because the flavors were amazing! I let it sit in the fridge overnight and that softened the cookies enough to a cake texture.Reply",0
"Jdn says: May 28, 2024 This is a fantastic recipe! Creamy but light at the same time.I couldnt find pasteurized eggs anywhere, and I was making this for my pregnant friend so I couldnt use the raw egg whites (or the alcohol) so I bought a carton of egg whites and used those. It took a while and I had to add some cream of tartar, but the foamed up beautifully.Will definitely be making this again.Reply",0
"Kara Bestgen says: May 20, 2024 I had to tweak the recipe a bit, but it turned out delicious! Thank you for the recipe, Sally.Reply",0
"Joyee Islam says: May 20, 2024 This is a crowd pleaser! Recipe was delicious and easy to follow.Reply",0
"Kara Rohan says: May 20, 2024 This was my first time making tiramisu, so at first I felt a bit intimidated by the recipe. Having said that, the instructions were very clear, and the video was especially helpful. The final result was awesome. I halved the recipe, and even then, the flavors were on point and the texture of the creamy layers were so smooth and fluffy. The espresso-Grand Marnier mixture was also nice when soaked up by the ladyfingers.Reply",0
"Katriona Brownlow says: May 18, 2024 Made this for the May Challenge! Definitely a lot of steps. Particularly as I went to 5 stores that claimed on website they had Lady Fingers, but in fact DID NOT! So made my own. Then got to the actual recipe.Was well received at dinner party! Delicious . Thanks again Sally for another winner recipe!Reply",0
"Don Starr says: May 18, 2024 Made this for a dinner party. EVERYONE LOVED IT!!! Flavors were wonderful and the filling texture was so creamy and light. Perfect version! Even 3 days later, the leftover piece that I saved was still really good!! Will make it again for sure!!Reply",0
